Mueh 2024 1 31 15 45 32 -1.353 2.1342 -1.7
Rute 2024 1 31 15 45 32 -1.6097 -0.7226 -2.1
Moeg 2024 1 31 15 45 32 -2.6207 0.2868 -0.8
BadC 2024 1 31 15 45 32 -1.0852 -0.6092 0.1
Schw 2024 1 31 15 45 32 -0.2428 0.2403 0.3
