Mueh 2024 1 31 16 34 56 -1.7348 0.947 1.5
Rute 2024 1 31 16 34 56 -0.6357 1.3686 0
Moeg 2024 1 31 16 34 56 -0.5987 -0.7429 -2
BadC 2024 1 31 16 34 56 -0.0426 0.57 0.8
Schw 2024 1 31 16 34 56 -0.4615 0.6338 -0.2
