Mueh 2024 1 31 16 19 54 -2.7709 1.4692 -0.4
Rute 2024 1 31 16 19 54 -0.7015 1.7045 -0.9
Moeg 2024 1 31 16 19 54 -2.0443 0.977 0.9
BadC 2024 1 31 16 19 54 0.5977 0.6307 0.6
Schw 2024 1 31 16 19 54 1.8942 2.2372 -1.5
