Mueh 2024 1 31 15 54 47 -2.5188 1.5752 -0.6
Rute 2024 1 31 15 54 47 -3.0072 3.2607 -0.8
Moeg 2024 1 31 15 54 47 -0.5097 0.5087 0.9
BadC 2024 1 31 15 54 47 -0.3114 1.2344 1.9
Schw 2024 1 31 15 54 47 0.5746 1.3496 -0.7
