Mueh 2024 1 31 16 9 45 -2.0944 1.4759 0.1
Rute 2024 1 31 16 9 45 -2.5809 2.4265 -0.5
Moeg 2024 1 31 16 9 45 -1.4123 0.3959 0
BadC 2024 1 31 16 9 45 0.6422 1.3362 -0.1
Schw 2024 1 31 16 9 45 -0.2576 -0.1103 -0.5
